,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Outlier
4380,CA-2016-152891,2016-10-25,2016-10-30,standard class,TB-21625,trudy brown,consumer,san francisco,california,94110,west,OFF-AR-10004648,office supplies,art,boston 19500 mighty mite electric pencil sharpener,60.45,False
4381,CA-2016-152891,2016-10-25,2016-10-30,standard class,TB-21625,trudy brown,consumer,san francisco,california,94110,west,FUR-TA-10001857,furniture,tables,balt solid wood rectangular table,253.176,False
4382,US-2016-122784,2016-07-20,2016-07-27,standard class,RA-19915,russell applegate,consumer,highland park,illinois,60035,central,OFF-BI-10000546,office supplies,binders,avery durable binders,2.88,False
4383,US-2016-122784,2016-07-20,2016-07-27,standard class,RA-19915,russell applegate,consumer,highland park,illinois,60035,central,FUR-BO-10004690,furniture,bookcases,o'sullivan cherrywood estates traditional barrister bookcase,384.944,False
4384,US-2016-122784,2016-07-20,2016-07-27,standard class,RA-19915,russell applegate,consumer,highland park,illinois,60035,central,TEC-PH-10001557,technology,phones,pyle pmp37led,153.584,False
4385,US-2016-122784,2016-07-20,2016-07-27,standard class,RA-19915,russell applegate,consumer,highland park,illinois,60035,central,FUR-BO-10002545,furniture,bookcases,"atlantic metals mobile 3-shelf bookcases, custom colors",913.43,True
4386,CA-2017-156811,2017-10-27,2017-11-02,standard class,BP-11095,bart pistole,corporate,san francisco,california,94122,west,OFF-AP-10001366,office supplies,appliances,staple holder,43.92,False
4387,CA-2017-156811,2017-10-27,2017-11-02,standard class,BP-11095,bart pistole,corporate,san francisco,california,94122,west,OFF-BI-10001628,office supplies,binders,"acco data flex cable posts for top & bottom load binders, 6"" capacity",25.032,False
4388,CA-2018-111556,2018-11-20,2018-11-22,first class,CD-11920,carlos daly,consumer,new york city,new york,10035,east,OFF-PA-10003651,office supplies,paper,xerox 1968,46.76,False
4389,CA-2018-111556,2018-11-20,2018-11-22,first class,CD-11920,carlos daly,consumer,new york city,new york,10035,east,FUR-BO-10003159,furniture,bookcases,"sauder camden county collection libraries, planked cherry finish",183.968,False
4390,CA-2018-111556,2018-11-20,2018-11-22,first class,CD-11920,carlos daly,consumer,new york city,new york,10035,east,TEC-PH-10001459,technology,phones,samsung galaxy mega 6.3,1259.97,True
4391,CA-2018-111556,2018-11-20,2018-11-22,first class,CD-11920,carlos daly,consumer,new york city,new york,10035,east,OFF-AR-10004602,office supplies,art,boston ks multi-size manual pencil sharpener,68.97,False
4392,CA-2017-108868,2017-09-08,2017-09-12,standard class,KB-16585,ken black,corporate,dallas,texas,75081,central,OFF-AR-10001953,office supplies,art,boston 1645 deluxe heavier-duty electric pencil sharpener,70.368,False
4393,CA-2017-108868,2017-09-08,2017-09-12,standard class,KB-16585,ken black,corporate,dallas,texas,75081,central,TEC-PH-10000923,technology,phones,"belkin sportfit armband for iphone 5s/5c, fuchsia",59.96,False
4394,CA-2015-142965,2015-07-20,2015-07-20,same day,SW-20245,scot wooten,consumer,springfield,ohio,45503,east,OFF-ST-10002583,office supplies,storage,fellowes neat ideas storage cubes,25.984,False
4395,CA-2015-142965,2015-07-20,2015-07-20,same day,SW-20245,scot wooten,consumer,springfield,ohio,45503,east,OFF-BI-10000977,office supplies,binders,ibico plastic spiral binding combs,27.36,False
4396,CA-2017-148740,2017-11-15,2017-11-19,standard class,AH-10690,anna häberlin,corporate,san diego,california,92024,west,TEC-PH-10002549,technology,phones,polycom soundpoint ip 450 voip phone,361.376,False
4397,US-2015-138758,2015-07-07,2015-07-11,standard class,JL-15835,john lee,consumer,philadelphia,pennsylvania,19120,east,FUR-CH-10002880,furniture,chairs,"global high-back leather tilter, burgundy",172.186,False
4398,US-2015-138758,2015-07-07,2015-07-11,standard class,JL-15835,john lee,consumer,philadelphia,pennsylvania,19120,east,FUR-FU-10003039,furniture,furnishings,"howard miller 11-1/2"" diameter grantwood wall clock",69.008,False
4399,CA-2017-131737,2017-03-17,2017-03-17,same day,GZ-14470,gary zandusky,consumer,columbia,maryland,21044,east,OFF-EN-10003055,office supplies,envelopes,"blue string-tie & button interoffice envelopes, 10 x 13",199.9,False
4400,CA-2017-131737,2017-03-17,2017-03-17,same day,GZ-14470,gary zandusky,consumer,columbia,maryland,21044,east,OFF-AP-10002945,office supplies,appliances,honeywell enviracaire portable hepa air cleaner for 17' x 22' room,901.95,True
4401,CA-2017-131737,2017-03-17,2017-03-17,same day,GZ-14470,gary zandusky,consumer,columbia,maryland,21044,east,FUR-FU-10004306,furniture,furnishings,electrix halogen magnifier lamp,971.5,True
4402,CA-2017-114538,2017-12-26,2017-12-27,first class,RC-19825,roy collins,consumer,colorado springs,colorado,80906,west,OFF-AR-10002445,office supplies,art,sanford major accent highlighters,11.328,False
4403,CA-2015-127936,2015-09-02,2015-09-04,first class,CL-12565,clay ludtke,consumer,new york city,new york,10009,east,OFF-AR-10002445,office supplies,art,sanford major accent highlighters,21.24,False
4404,CA-2016-164336,2016-07-05,2016-07-10,standard class,MW-18220,mitch webber,consumer,philadelphia,pennsylvania,19140,east,TEC-AC-10002345,technology,accessories,hp standard 104 key ps/2 keyboard,34.8,False
4405,CA-2016-164336,2016-07-05,2016-07-10,standard class,MW-18220,mitch webber,consumer,philadelphia,pennsylvania,19140,east,OFF-ST-10001558,office supplies,storage,acco perma 4000 stacking storage drawers,38.976,False
4406,CA-2017-100041,2017-11-20,2017-11-25,standard class,BF-10975,barbara fisher,corporate,columbus,indiana,47201,central,OFF-PA-10001622,office supplies,paper,"ampad poly cover wirebound steno book, 6"" x 9"" assorted colors, gregg ruled",9.08,False
4407,CA-2017-100041,2017-11-20,2017-11-25,standard class,BF-10975,barbara fisher,corporate,columbus,indiana,47201,central,OFF-PA-10000418,office supplies,paper,xerox 189,314.55,False
4408,CA-2017-100041,2017-11-20,2017-11-25,standard class,BF-10975,barbara fisher,corporate,columbus,indiana,47201,central,OFF-BI-10000343,office supplies,binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",4.91,False
4409,US-2015-154879,2015-05-06,2015-05-11,standard class,SN-20710,steve nguyen,home office,los angeles,california,90004,west,OFF-LA-10004425,office supplies,labels,staple-on labels,5.78,False
4410,US-2015-154879,2015-05-06,2015-05-11,standard class,SN-20710,steve nguyen,home office,los angeles,california,90004,west,OFF-AR-10001897,office supplies,art,model l table or wall-mount pencil sharpener,107.94,False
4411,CA-2015-130624,2015-06-21,2015-06-24,first class,TB-21280,toby braunhardt,consumer,new york city,new york,10024,east,OFF-PA-10003883,office supplies,paper,"message book, phone, wirebound standard line memo, 2 3/4"" x 5""",19.65,False
4412,CA-2015-130624,2015-06-21,2015-06-24,first class,TB-21280,toby braunhardt,consumer,new york city,new york,10024,east,TEC-PH-10003963,technology,phones,ge 2-jack phone line splitter,617.97,True
4413,CA-2015-130624,2015-06-21,2015-06-24,first class,TB-21280,toby braunhardt,consumer,new york city,new york,10024,east,OFF-AP-10001303,office supplies,appliances,"holmes cool mist humidifier for the whole house with 8-gallon output per day, extended life filter",59.7,False
4414,CA-2018-132339,2018-08-19,2018-08-23,standard class,JB-15400,jennifer braxton,corporate,lawrence,massachusetts,1841,east,OFF-BI-10003925,office supplies,binders,fellowes pb300 plastic comb binding machine,387.99,False
4415,CA-2015-153983,2015-11-29,2015-12-06,standard class,AH-10210,alan hwang,consumer,san francisco,california,94122,west,TEC-PH-10004586,technology,phones,wilson signalboost 841262 db pro amplifier kit,575.92,True
4416,CA-2015-153983,2015-11-29,2015-12-06,standard class,AH-10210,alan hwang,consumer,san francisco,california,94122,west,OFF-FA-10003495,office supplies,fasteners,staples,30.4,False
4417,CA-2018-112900,2018-04-09,2018-04-12,second class,KL-16645,ken lonsdale,consumer,detroit,michigan,48205,central,OFF-BI-10002867,office supplies,binders,gbc recycled regency composition covers,478.24,False
4418,CA-2015-160157,2015-12-20,2015-12-27,standard class,MH-17455,mark hamilton,consumer,hamilton,ohio,45011,east,FUR-FU-10003773,furniture,furnishings,eldon cleatmat plus chair mats for high pile carpets,190.848,False
4419,CA-2015-139633,2015-12-17,2015-12-24,standard class,EC-14050,erin creighton,consumer,columbus,ohio,43229,east,OFF-BI-10002954,office supplies,binders,newell 3-hole punched plastic slotted magazine holders for binders,5.484,False
4420,CA-2016-163090,2016-11-17,2016-11-21,second class,GH-14665,greg hansen,consumer,chicago,illinois,60610,central,OFF-SU-10002537,office supplies,supplies,acme box cutter scissors,40.92,False
4421,CA-2015-117016,2015-03-04,2015-03-09,standard class,SC-20095,sanjit chand,consumer,margate,florida,33063,south,OFF-AR-10001374,office supplies,art,"bic brite liner highlighters, chisel tip",15.552,False
4422,CA-2018-159464,2018-05-18,2018-05-19,first class,TB-21355,todd boyes,corporate,sandy springs,georgia,30328,south,OFF-AP-10001492,office supplies,appliances,"acco six-outlet power strip, 4' cord length",17.24,False
4423,CA-2018-159464,2018-05-18,2018-05-19,first class,TB-21355,todd boyes,corporate,sandy springs,georgia,30328,south,FUR-BO-10003546,furniture,bookcases,hon 4-shelf metal bookcases,302.94,False
4424,CA-2018-159464,2018-05-18,2018-05-19,first class,TB-21355,todd boyes,corporate,sandy springs,georgia,30328,south,TEC-PH-10002185,technology,phones,qvs usb car charger 2-port 2.1amp for ipod/iphone/ipad/ipad 2/ipad 3,34.75,False
4425,CA-2018-159464,2018-05-18,2018-05-19,first class,TB-21355,todd boyes,corporate,sandy springs,georgia,30328,south,OFF-BI-10000315,office supplies,binders,poly designer cover & back,113.94,False
4426,CA-2018-159464,2018-05-18,2018-05-19,first class,TB-21355,todd boyes,corporate,sandy springs,georgia,30328,south,TEC-PH-10002350,technology,phones,apple earpods with remote and mic,55.98,False
4427,US-2018-103226,2018-09-22,2018-09-28,standard class,DW-13195,david wiener,corporate,albuquerque,new mexico,87105,west,OFF-PA-10002666,office supplies,paper,southworth 25% cotton linen-finish paper & envelopes,27.18,False
4428,CA-2018-119452,2018-03-21,2018-03-27,standard class,CL-12565,clay ludtke,consumer,tulsa,oklahoma,74133,central,FUR-CH-10004495,furniture,chairs,"global leather and oak executive chair, black",1805.88,True
4429,CA-2018-147725,2018-09-14,2018-09-14,same day,LT-17110,liz thompson,consumer,orange,new jersey,7050,east,OFF-AR-10001725,office supplies,art,boston home & office model 2000 electric pencil sharpeners,70.95,False
4430,CA-2017-168893,2017-11-03,2017-11-08,second class,AP-10915,arthur prichep,consumer,henderson,kentucky,42420,south,OFF-FA-10002280,office supplies,fasteners,advantus plastic paper clips,20.0,False
4431,CA-2017-168893,2017-11-03,2017-11-08,second class,AP-10915,arthur prichep,consumer,henderson,kentucky,42420,south,OFF-AR-10001770,office supplies,art,economy #2 pencils,7.98,False
4432,CA-2017-168893,2017-11-03,2017-11-08,second class,AP-10915,arthur prichep,consumer,henderson,kentucky,42420,south,FUR-FU-10002885,furniture,furnishings,magna visual magnetic picture hangers,24.1,False
4433,CA-2017-168893,2017-11-03,2017-11-08,second class,AP-10915,arthur prichep,consumer,henderson,kentucky,42420,south,OFF-AR-10003772,office supplies,art,boston 16750 black compact battery pencil sharpener,8.75,False
4434,CA-2017-168893,2017-11-03,2017-11-08,second class,AP-10915,arthur prichep,consumer,henderson,kentucky,42420,south,FUR-TA-10003392,furniture,tables,global adaptabilities conference tables,842.94,True
4435,CA-2017-163398,2017-05-03,2017-05-08,standard class,CB-12415,christy brittain,consumer,chicago,illinois,60653,central,OFF-BI-10000014,office supplies,binders,heavy-duty e-z-d binders,2.182,False
4436,CA-2017-163398,2017-05-03,2017-05-08,standard class,CB-12415,christy brittain,consumer,chicago,illinois,60653,central,OFF-AR-10003217,office supplies,art,newell 316,27.384,False
4437,CA-2017-163398,2017-05-03,2017-05-08,standard class,CB-12415,christy brittain,consumer,chicago,illinois,60653,central,OFF-AP-10002403,office supplies,appliances,acco smartsocket color-coded six-outlet ac adapter model surge protectors,26.406,False
4438,CA-2017-162726,2017-12-27,2018-01-02,standard class,MT-17815,meg tillman,consumer,port arthur,texas,77642,central,OFF-PA-10001972,office supplies,paper,xerox 214,10.368,False
4439,CA-2017-162726,2017-12-27,2018-01-02,standard class,MT-17815,meg tillman,consumer,port arthur,texas,77642,central,OFF-PA-10004041,office supplies,paper,"it's hot message books with stickers, 2 3/4"" x 5""",23.68,False
4440,US-2017-111290,2017-07-22,2017-07-26,standard class,DK-13375,dennis kane,consumer,westland,michigan,48185,central,TEC-AC-10004975,technology,accessories,plantronics audio 995 wireless stereo headset,109.95,False
4441,US-2017-111290,2017-07-22,2017-07-26,standard class,DK-13375,dennis kane,consumer,westland,michigan,48185,central,OFF-ST-10001932,office supplies,storage,fellowes staxonsteel drawer files,965.85,True
4442,US-2017-111290,2017-07-22,2017-07-26,standard class,DK-13375,dennis kane,consumer,westland,michigan,48185,central,OFF-AR-10001761,office supplies,art,avery hi-liter smear-safe highlighters,29.2,False
4443,US-2017-111290,2017-07-22,2017-07-26,standard class,DK-13375,dennis kane,consumer,westland,michigan,48185,central,OFF-PA-10002262,office supplies,paper,xerox 192,32.4,False
4444,US-2015-147704,2015-11-16,2015-11-21,standard class,SR-20740,steven roelle,home office,bloomington,indiana,47401,central,OFF-EN-10004483,office supplies,envelopes,"#10 white business envelopes,4 1/8 x 9 1/2",78.35,False
4445,US-2015-147704,2015-11-16,2015-11-21,standard class,SR-20740,steven roelle,home office,bloomington,indiana,47401,central,OFF-PA-10003270,office supplies,paper,xerox 1954,31.68,False
4446,US-2015-147704,2015-11-16,2015-11-21,standard class,SR-20740,steven roelle,home office,bloomington,indiana,47401,central,OFF-BI-10001634,office supplies,binders,wilson jones active use binders,29.12,False
4447,US-2015-147704,2015-11-16,2015-11-21,standard class,SR-20740,steven roelle,home office,bloomington,indiana,47401,central,OFF-ST-10000675,office supplies,storage,"file shuttle ii and handi-file, black",169.45,False
4448,CA-2016-121965,2016-06-19,2016-06-23,standard class,LH-17155,logan haushalter,consumer,los angeles,california,90032,west,FUR-FU-10000732,furniture,furnishings,eldon 200 class desk accessories,12.56,False
4449,CA-2016-121965,2016-06-19,2016-06-23,standard class,LH-17155,logan haushalter,consumer,los angeles,california,90032,west,OFF-PA-10004355,office supplies,paper,xerox 231,6.48,False
4450,CA-2016-121965,2016-06-19,2016-06-23,standard class,LH-17155,logan haushalter,consumer,los angeles,california,90032,west,OFF-EN-10000056,office supplies,envelopes,cameo buff policy envelopes,186.69,False
4451,CA-2017-147137,2017-07-04,2017-07-06,first class,AA-10645,anna andreadi,consumer,san francisco,california,94109,west,FUR-FU-10000221,furniture,furnishings,"master caster door stop, brown",25.4,False
4452,CA-2017-147137,2017-07-04,2017-07-06,first class,AA-10645,anna andreadi,consumer,san francisco,california,94109,west,OFF-EN-10003567,office supplies,envelopes,"inter-office recycled envelopes, brown kraft, button-string,10"" x 13"" , 100/box",43.96,False
4453,CA-2017-147137,2017-07-04,2017-07-06,first class,AA-10645,anna andreadi,consumer,san francisco,california,94109,west,FUR-BO-10001811,furniture,bookcases,"atlantic metals mobile 5-shelf bookcases, custom colors",1279.165,True
4454,CA-2017-147137,2017-07-04,2017-07-06,first class,AA-10645,anna andreadi,consumer,san francisco,california,94109,west,OFF-ST-10002486,office supplies,storage,eldon shelf savers cubes and bins,27.92,False
4455,US-2016-146745,2016-09-03,2016-09-08,standard class,AS-10630,ann steele,home office,san francisco,california,94110,west,FUR-CH-10002372,furniture,chairs,office star - ergonomically designed knee chair,129.568,False
4456,US-2016-146745,2016-09-03,2016-09-08,standard class,AS-10630,ann steele,home office,san francisco,california,94110,west,OFF-BI-10003274,office supplies,binders,"avery durable slant ring binders, no labels",6.368,False
4457,CA-2018-115175,2018-08-07,2018-08-12,standard class,MC-17575,matt collins,consumer,san jose,california,95123,west,OFF-PA-10001878,office supplies,paper,xerox 1891,244.55,False
4458,CA-2018-105851,2018-03-13,2018-03-20,standard class,SE-20110,sanjit engle,consumer,denver,colorado,80219,west,OFF-SU-10002881,office supplies,supplies,martin yale chadless opener electric letter opener,1332.496,True
4459,US-2018-125717,2018-09-28,2018-10-01,first class,DS-13030,darrin sayre,home office,aurora,colorado,80013,west,FUR-FU-10001979,furniture,furnishings,dana halogen swing-arm architect lamp,32.776,False
4460,US-2018-125717,2018-09-28,2018-10-01,first class,DS-13030,darrin sayre,home office,aurora,colorado,80013,west,OFF-ST-10001522,office supplies,storage,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",147.184,False
4461,US-2018-125717,2018-09-28,2018-10-01,first class,DS-13030,darrin sayre,home office,aurora,colorado,80013,west,TEC-AC-10003657,technology,accessories,lenovo 17-key usb numeric keypad,54.384,False
4462,US-2018-125717,2018-09-28,2018-10-01,first class,DS-13030,darrin sayre,home office,aurora,colorado,80013,west,OFF-BI-10001718,office supplies,binders,gbc docubind p50 personal binding machine,76.776,False
4463,US-2018-125717,2018-09-28,2018-10-01,first class,DS-13030,darrin sayre,home office,aurora,colorado,80013,west,OFF-PA-10003022,office supplies,paper,xerox 1992,14.352,False
4464,US-2018-125717,2018-09-28,2018-10-01,first class,DS-13030,darrin sayre,home office,aurora,colorado,80013,west,OFF-AP-10000891,office supplies,appliances,kensington 7 outlet masterpiece homeoffice power control center,209.792,False
4465,CA-2016-163895,2016-08-07,2016-08-11,standard class,NS-18640,noel staavos,corporate,boise,idaho,83704,west,OFF-BI-10004970,office supplies,binders,"accohide 3-ring binder, blue, 1""",3.304,False
4466,CA-2018-168641,2018-11-24,2018-12-01,standard class,KA-16525,kelly andreada,consumer,new york city,new york,10035,east,OFF-AR-10003759,office supplies,art,"crayola anti dust chalk, 12/pack",16.38,False
4467,CA-2018-168641,2018-11-24,2018-12-01,standard class,KA-16525,kelly andreada,consumer,new york city,new york,10035,east,OFF-EN-10003001,office supplies,envelopes,ames color-file green diamond border x-ray mailers,167.96,False
4468,CA-2018-168641,2018-11-24,2018-12-01,standard class,KA-16525,kelly andreada,consumer,new york city,new york,10035,east,FUR-BO-10000780,furniture,bookcases,o'sullivan plantations 2-door library in landvery oak,321.568,False
4469,CA-2018-168641,2018-11-24,2018-12-01,standard class,KA-16525,kelly andreada,consumer,new york city,new york,10035,east,OFF-PA-10001972,office supplies,paper,xerox 214,12.96,False
4470,CA-2018-156895,2018-05-08,2018-05-12,standard class,DJ-13510,don jones,corporate,philadelphia,pennsylvania,19140,east,FUR-CH-10003535,furniture,chairs,"global armless task chair, royal blue",128.058,False
4471,CA-2018-121300,2018-09-29,2018-09-29,same day,MG-17680,maureen gastineau,home office,mentor,ohio,44060,east,FUR-CH-10003774,furniture,chairs,"global wood trimmed manager's task chair, khaki",63.686,False
4472,CA-2018-121300,2018-09-29,2018-09-29,same day,MG-17680,maureen gastineau,home office,mentor,ohio,44060,east,TEC-AC-10004571,technology,accessories,logitech g700s rechargeable gaming mouse,239.976,False
4473,CA-2018-121300,2018-09-29,2018-09-29,same day,MG-17680,maureen gastineau,home office,mentor,ohio,44060,east,FUR-TA-10004442,furniture,tables,riverside furniture stanwyck manor table series,344.22,False
4474,CA-2018-121300,2018-09-29,2018-09-29,same day,MG-17680,maureen gastineau,home office,mentor,ohio,44060,east,OFF-PA-10002787,office supplies,paper,xerox 227,15.552,False
4475,CA-2018-121300,2018-09-29,2018-09-29,same day,MG-17680,maureen gastineau,home office,mentor,ohio,44060,east,FUR-FU-10004586,furniture,furnishings,g.e. longer-life indoor recessed floodlight bulbs,21.248,False
4476,CA-2018-121300,2018-09-29,2018-09-29,same day,MG-17680,maureen gastineau,home office,mentor,ohio,44060,east,OFF-PA-10002606,office supplies,paper,xerox 1928,8.448,False
4477,CA-2018-130211,2018-10-22,2018-10-22,same day,BD-11620,brian decherney,consumer,lawton,oklahoma,73505,central,OFF-ST-10000129,office supplies,storage,fellowes recycled storage drawers,333.09,False
4478,CA-2018-130211,2018-10-22,2018-10-22,same day,BD-11620,brian decherney,consumer,lawton,oklahoma,73505,central,FUR-TA-10003748,furniture,tables,bevis 36 x 72 conference tables,248.98,False
4479,CA-2015-147235,2015-03-24,2015-03-28,standard class,CD-11920,carlos daly,consumer,new york city,new york,10024,east,OFF-PA-10004948,office supplies,paper,xerox 190,24.9,False
4480,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-FA-10001561,office supplies,fasteners,stockwell push pins,15.26,False
4481,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-AP-10002998,office supplies,appliances,holmes 99% hepa air purifier,43.32,False
4482,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-BI-10003981,office supplies,binders,"avery durable plastic 1"" binders",43.584,False
4483,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-PA-10001725,office supplies,paper,xerox 1892,116.28,False
4484,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-BI-10002071,office supplies,binders,fellowes black plastic comb bindings,9.296,False
4485,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-PA-10000477,office supplies,paper,xerox 22,19.44,False
4486,CA-2017-109365,2017-11-03,2017-11-08,standard class,XP-21865,xylona preis,consumer,los angeles,california,90049,west,OFF-PA-10004359,office supplies,paper,multicolor computer printout paper,314.55,False
4487,CA-2016-162621,2016-09-05,2016-09-11,standard class,CA-12055,cathy armstrong,home office,houston,texas,77036,central,OFF-BI-10000962,office supplies,binders,"acco flexible accohide square ring data binder, dark blue, 11 1/2"" x 14"" 7/8""",16.27,False
4488,CA-2016-162621,2016-09-05,2016-09-11,standard class,CA-12055,cathy armstrong,home office,houston,texas,77036,central,OFF-SU-10003567,office supplies,supplies,stiletto hand letter openers,69.12,False
4489,CA-2016-162621,2016-09-05,2016-09-11,standard class,CA-12055,cathy armstrong,home office,houston,texas,77036,central,OFF-BI-10003708,office supplies,binders,"acco four pocket poly ring binder with label holder, smoke, 1""",4.47,False
4490,CA-2018-105921,2018-08-14,2018-08-21,standard class,JM-15250,janet martin,consumer,los angeles,california,90032,west,FUR-TA-10001095,furniture,tables,chromcraft round conference tables,418.296,False
4491,CA-2015-150798,2015-12-01,2015-12-03,second class,JK-15730,joe kamberova,consumer,columbus,ohio,43229,east,TEC-CO-10001571,technology,copiers,sharp 1540cs digital laser copier,659.988,True
4492,CA-2015-150798,2015-12-01,2015-12-03,second class,JK-15730,joe kamberova,consumer,columbus,ohio,43229,east,FUR-FU-10000221,furniture,furnishings,"master caster door stop, brown",8.128,False
4493,CA-2015-150798,2015-12-01,2015-12-03,second class,JK-15730,joe kamberova,consumer,columbus,ohio,43229,east,OFF-PA-10001972,office supplies,paper,xerox 214,36.288,False
4494,CA-2015-150798,2015-12-01,2015-12-03,second class,JK-15730,joe kamberova,consumer,columbus,ohio,43229,east,FUR-CH-10000015,furniture,chairs,hon multipurpose stacking arm chairs,909.72,True
4495,CA-2018-112753,2018-06-18,2018-06-23,standard class,CC-12670,craig carreira,consumer,los angeles,california,90032,west,FUR-BO-10004015,furniture,bookcases,"bush andora bookcase, maple/graphite gray finish",917.9235,True
4496,CA-2018-112753,2018-06-18,2018-06-23,standard class,CC-12670,craig carreira,consumer,los angeles,california,90032,west,OFF-PA-10002036,office supplies,paper,xerox 1930,38.88,False
4497,CA-2018-155075,2018-12-02,2018-12-09,standard class,GW-14605,giulietta weimer,consumer,philadelphia,pennsylvania,19140,east,OFF-BI-10003650,office supplies,binders,gbc docubind 300 electric binding machine,631.176,True
4498,CA-2015-103401,2015-11-21,2015-11-26,standard class,GR-14560,georgia rosenberg,corporate,san francisco,california,94110,west,OFF-PA-10003309,office supplies,paper,xerox 211,12.96,False
4499,CA-2017-124814,2017-04-10,2017-04-16,standard class,FM-14215,filia mcadams,corporate,bakersfield,california,93309,west,OFF-PA-10002787,office supplies,paper,xerox 227,12.96,False
4500,CA-2017-124814,2017-04-10,2017-04-16,standard class,FM-14215,filia mcadams,corporate,bakersfield,california,93309,west,OFF-BI-10000174,office supplies,binders,"wilson jones clip & carry folder binder tool for ring binders, clear",23.2,False
4501,CA-2015-116757,2015-06-30,2015-07-04,standard class,MS-17980,michael stewart,corporate,houston,texas,77095,central,OFF-PA-10002005,office supplies,paper,xerox 225,25.92,False
4502,CA-2015-116757,2015-06-30,2015-07-04,standard class,MS-17980,michael stewart,corporate,houston,texas,77095,central,OFF-FA-10002815,office supplies,fasteners,staples,21.312,False
4503,US-2015-138247,2015-12-24,2015-12-29,standard class,BF-11170,ben ferrer,home office,los angeles,california,90045,west,TEC-PH-10000213,technology,phones,seidio bd2-hk3iph5-bk dilex case and holster combo for apple iphone 5/5s - black,173.656,False
4504,US-2015-138247,2015-12-24,2015-12-29,standard class,BF-11170,ben ferrer,home office,los angeles,california,90045,west,OFF-AP-10000828,office supplies,appliances,avanti 4.4 cu. ft. refrigerator,361.96,False
4505,US-2015-138247,2015-12-24,2015-12-29,standard class,BF-11170,ben ferrer,home office,los angeles,california,90045,west,TEC-AC-10004708,technology,accessories,sony 32gb class 10 micro sdhc r40 memory card,62.85,False
4506,US-2015-138247,2015-12-24,2015-12-29,standard class,BF-11170,ben ferrer,home office,los angeles,california,90045,west,TEC-PH-10001530,technology,phones,cisco unified ip phone 7945g voip phone,818.376,True
4507,US-2015-138247,2015-12-24,2015-12-29,standard class,BF-11170,ben ferrer,home office,los angeles,california,90045,west,OFF-ST-10002301,office supplies,storage,tennsco commercial shelving,20.34,False
4508,US-2015-138247,2015-12-24,2015-12-29,standard class,BF-11170,ben ferrer,home office,los angeles,california,90045,west,FUR-FU-10002554,furniture,furnishings,"westinghouse floor lamp with metal mesh shade, black",23.99,False
4509,CA-2018-167003,2018-05-23,2018-05-29,standard class,VS-21820,vivek sundaresam,consumer,los angeles,california,90036,west,FUR-TA-10001520,furniture,tables,"lesro sheffield collection coffee table, end table, center table, corner table",171.288,False
4510,CA-2017-119935,2017-11-10,2017-11-14,standard class,KM-16225,kalyca meade,corporate,springfield,missouri,65807,central,FUR-FU-10001085,furniture,furnishings,3m polarizing light filter sleeves,37.3,False
4511,CA-2017-119935,2017-11-10,2017-11-14,standard class,KM-16225,kalyca meade,corporate,springfield,missouri,65807,central,OFF-BI-10001597,office supplies,binders,"wilson jones ledger-size, piano-hinge binder, 2"", blue",81.96,False
4512,CA-2017-118969,2017-10-02,2017-10-03,first class,LP-17095,liz preis,consumer,phoenix,arizona,85023,west,OFF-BI-10002429,office supplies,binders,"premier elliptical ring binder, black",54.792,False
4513,CA-2017-145240,2017-09-06,2017-09-08,first class,BG-11740,bruce geld,consumer,houston,texas,77070,central,OFF-ST-10001590,office supplies,storage,"tenex personal project file with scoop front design, black",10.784,False
4514,CA-2017-120873,2017-10-27,2017-11-01,second class,BW-11200,ben wallace,consumer,hampton,virginia,23666,south,FUR-CH-10000847,furniture,chairs,global executive mid-back manager's chair,290.98,False
4515,US-2018-111920,2018-10-22,2018-10-26,standard class,PS-18970,paul stevenson,home office,tulsa,oklahoma,74133,central,OFF-AR-10003179,office supplies,art,dixon ticonderoga core-lock colored pencils,36.44,False
4516,US-2017-128678,2017-09-15,2017-09-20,standard class,RB-19570,rob beeghly,consumer,seattle,washington,98105,west,OFF-PA-10000807,office supplies,paper,"tops ""important message"" pads, canary, 4-1/4 x 5-1/2, 50 sheets per pad",21.4,False
4517,US-2017-128678,2017-09-15,2017-09-20,standard class,RB-19570,rob beeghly,consumer,seattle,washington,98105,west,OFF-BI-10002103,office supplies,binders,"cardinal slant-d ring binder, heavy gauge vinyl",48.664,False
